latitude,longitude,title,thumbnail_url,reference_url,artist_name,year,art_type,location_description
34.057555,-118.196038,Ghosts of the Barrio,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9hp_1833308_thumbnail.jpg,,"Healy, Wayne (American muralist, born 1946)",1974,,Mural located at Building 2731-37 Lancaster Ave at the Ramona Gardens housing projects.
34.048806,-118.183054,Graffiti-City Terrace,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q4z0_1714267_thumbnail.jpg,,Willie Herron,1975,,Graffiti-City Terrace (exact address unknown)
34.048806,-118.183054,Graffiti-City Terrace,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q542_1714270_thumbnail.jpg,,Willie Herron,1975,,Graffiti-City Terrace (exact address unknown)
34.048806,-118.183054,Graffiti-City Terrace,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5g7_1714302_thumbnail.jpg,,Willie Herron,1975,,Graffiti-City Terrace (exact address unknown)
34.048806,-118.183054,Graffiti-City Terrace,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5nt_1714305_thumbnail.jpg,,Unknown,1975,,Graffiti-City Terrace (exact address unknown)
34.035591,-118.170193,Happiness Is ...Being Together,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nk3f_1704869_thumbnail.jpg,,"Bobbie Jo GIbbs, et. al. (names in the mural)",1976,,East Los Angeles
34.035591,-118.170193,Happy Valley,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q301_1714068_thumbnail.jpg,,Unknown,1967,,East Los Angeles
34.058648,-118.194789,Hazard Grande (In Memory of Homeboys and Homegirls),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q2sf_1833340_thumbnail.jpg,,Unknown,1975,,1425-31Ramona Gardens
34.058648,-118.194789,Hazard Grande (In Memory of Homeboys and Homegirls),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9p8_1833325_thumbnail.jpg,,Unknown,1975,,1425-31Ramona Gardens
34.0272953,-118.1921491,Homeboy,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m30p_1702891_thumbnail.jpg,,"Cruz, Manuel G. (American muralist, sculptor, and painter, active 20th century)",1970,,"Mural located at 648 South Indiana (between Princeton and Hubbard streets)at the Plaza Community Center, exterior south-facing wall"
34.0272953,-118.1921491,Homeboy,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m34r_1702894_thumbnail.jpg,,"Cruz, Manuel G. (American muralist, sculptor, and painter, active 20th century)",1970,,"Mural located at 648 South Indiana (between Princeton and Hubbard streets)at the Plaza Community Center, exterior south-facing wall"
34.0272953,-118.1921491,Homeboy,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m38t_1702897_thumbnail.jpg,,"Cruz, Manuel G. (American muralist, sculptor, and painter, active 20th century)",1970,,"Mural located at 648 South Indiana (between Princeton and Hubbard streets)at the Plaza Community Center, exterior south-facing wall"
34.020732,-118.207563,If We Could Share,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025np2c_1704390_thumbnail.jpg,,"Dominguez, Lydia",1976,,Mural located at 3322 1/2 Hunter st. (near Concord st.) at the Estrada Courts housing projects
34.0205803,-118.2071727,In Memory of a Homeboy,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025npgk_1704408_thumbnail.jpg,,"Martinez, Daniel (American muralist, 20th century, Los Angeles)",1973,,Mural located at 3328 Hunter St. at the Estrada Courts housing projects
34.0213373,-118.2093771,Innocence,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025npjm_1704411_thumbnail.jpg,,"Montoya, Norma",1973,,Mural located at 3201 Olympic Blvd. at theEstrada Courtshousing projects
34.0213373,-118.2093771,Innocence,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025npmn_1704414_thumbnail.jpg,,"Montoya, Norma",1973,,Mural located at 3201 Olympic Blvd. at theEstrada Courtshousing projects
34.0213373,-118.2093771,Innocence,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nppp_1704417_thumbnail.jpg,,"Montoya, Norma",1973,,Mural located at 3201 Olympic Blvd. at theEstrada Courtshousing projects
34.0213373,-118.2093771,Innocence,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nprq_1704420_thumbnail.jpg,,"Montoya, Norma",1973,,Mural located at 3201 Olympic Blvd. at theEstrada Courtshousing projects
34.0213373,-118.2093771,Kids of the World,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ng6j_1704438_thumbnail.jpg,,"Felix, Charles W. (American painter, sculptor, and muralist, died 1990)",1973,,Mural located at 3357-3359 Olympic Blvd. (and Lorena St.) at the Estrada Courts housing projects
34.020323,-118.206564,"La Fiesta, Mi Raza Primera",http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nnhm_1704252_thumbnail.jpg,,"Chavez, Robert (American muralist, active ca. 1973), students from East Los Angeles College",1974,,Mural located at 3370-3372 1/2 Hunter St. at the Estrada Courts housing projects
34.019677,-118.206564,"La Fiesta, Mi Raza Primera",http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nnkn_1704255_thumbnail.jpg,,"Chavez, Robert (American muralist, active ca. 1973), students from East Los Angeles College",1974,,Mural located at 3370-3372 1/2 Hunter St. at the Estrada Courts housing projects
34.035591,-118.170193,La Lomita-M,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qct9_1767750_thumbnail.jpg,,Unknown,1976,,East Los Angeles
34.049401,-118.194966,Las Tres Culturas,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9xw_1767666_thumbnail.jpg,,"Duarte, Rozelio",1974,,Mural located at 3044 Wabash Ave. (near Stone St.) at Moe's Hardware Store. Restored in 1981 and 1986.
34.049401,-118.194966,Las Tres Culturas,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qb0d_1767669_thumbnail.jpg,,"Duarte, Rozelio",1974,,Mural located at 3044 Wabash Ave. (near Stone St.) at Moe's Hardware Store. Restored in 1981 and 1986.
34.049401,-118.194966,Las Tres Culturas,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qb1x_1767672_thumbnail.jpg,,"Duarte, Rozelio",1974,,Mural located at 3044 Wabash Ave. (near Stone St.) at Moe's Hardware Store. Restored in 1981 and 1986.
34.049401,-118.194966,Las Tres Culturas,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qb2f_1767675_thumbnail.jpg,,"Duarte, Rozelio",1974,,Mural located at 3044 Wabash Ave. (near Stone St.) at Moe's Hardware Store. Restored in 1981 and 1986.
34.049401,-118.194966,Las Tres Culturas,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qb3z_1767678_thumbnail.jpg,,"Duarte, Rozelio",1974,,Mural located at 3044 Wabash Ave. (near Stone St.) at Moe's Hardware Store. Restored in 1981 and 1986.
34.049401,-118.194966,Las Tres Culturas,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qb50_1767681_thumbnail.jpg,,"Duarte, Rozelio",1974,,Mural located at 3044 Wabash Ave. (near Stone St.) at Moe's Hardware Store. Restored in 1981 and 1986.
34.049401,-118.194966,Las Tres Culturas,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qb6h_1767684_thumbnail.jpg,,"Duarte, Rozelio",1974,,Mural located at 3044 Wabash Ave. (near Stone St.) at Moe's Hardware Store. Restored in 1981 and 1986.
34.049401,-118.194966,Las Tres Culturas,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qb71_1767687_thumbnail.jpg,,"Duarte, Rozelio",1974,,Mural located at 3044 Wabash Ave. (near Stone St.) at Moe's Hardware Store. Restored in 1981 and 1986.
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025kvb1_1703405_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025kvcj_1703408_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025kvd2_1703414_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025kvhm_1703411_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m1m1_1703417_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m1w5_1703423_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m21q_1703426_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m25s_1703429_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m29v_1703432_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m2fx_1703435_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m2s3_1703438_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m2tm_1703444_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m2wn_1703450_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m2x5_1703453_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m2zp_1703456_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m316_1703459_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m32q_1703462_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m337_1703465_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m358_1703471_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m36s_1703477_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m379_1703483_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m39b_1703486_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m3dw_1703498_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m3fd_1703504_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m3gx_1703533_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m3jz_1703539_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m3kg_1703545_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m3m0_1703558_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m3p1_1703564_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m3qj_1703725_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m3r2_1703728_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m3t3_1703734_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m3vm_1703737_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m3w4_1703743_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m405_1703746_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m41p_1703752_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m43q_1703755_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m447_1703758_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m45r_1703764_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m47s_1703772_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m49t_1703900_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m4cv_1703909_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
34.041906,-118.206295,Local History,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m4dc_1703912_thumbnail.jpg,,"Cruz, Manuel & Baca, Judith Francisca ",1974,,"Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by s Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez."
